47	64	83
38	52	71
56	70	92
67	81	103
57	73	96
20	30	48
18	29	49
43	56	78
60	74	97
62	77	103
61	78	105
47	57	74
63	72	92
63	74	96
74	88	111
72	87	113
65	82	109
64	82	111
58	78	109
59	79	110
68	79	99
76	87	109
74	86	110
86	98	122
82	95	121
79	96	123
75	93	122
66	87	118
63	87	117
57	80	112
58	80	115
79	91	115
73	87	115
77	91	120
78	91	123
74	89	121
79	97	128
76	95	128
75	96	128
73	95	130
67	94	128
58	86	120
46	74	108
44	72	106
80	97	130
81	100	135
84	102	139
85	103	140
84	103	140
83	105	141
80	103	141
75	101	138
59	88	125
58	90	126
52	84	120
44	76	112
37	67	102
86	107	145
90	111	149
82	105	143
80	106	143
77	103	143
67	96	135
62	93	132
58	91	130
53	86	125
54	87	126
55	86	125
87	110	148
80	102	143
78	103	143
76	101	143
68	96	137
62	91	135
61	93	136
61	90	134
61	90	134
60	89	133
80	105	145
75	100	142
71	98	142
63	89	135
61	89	136
61	87	134
63	88	138
65	90	140
75	98	148
72	98	144
67	93	140
67	92	142
64	89	139
63	87	139
62	86	140
73	94	149
71	97	144
70	97	147
68	95	145
70	97	147
70	97	148
67	94	145
70	97	148
67	94	144
70	97	147
72	102	151
75	105	154
73	103	152
77	106	151
84	113	158
84	113	158
85	114	159
83	112	157
83	112	157
85	111	158
77	93	116
81	95	118
73	86	112
73	87	110
67	81	100
68	79	106
68	80	104
43	55	79
43	55	79
11	23	47
12	25	47
28	40	58
8	20	44
0	12	36
1	14	36
10	23	45
8	22	41
18	30	48
31	45	67
40	55	74
42	57	76
35	49	67
80	102	120
81	101	119
79	96	117
108	128	153
77	93	116
79	96	117
75	89	112
77	91	114
70	82	106
75	88	110
66	77	99
67	81	100
66	80	98
35	47	65
25	37	55
12	22	40
2	12	30
28	40	58
26	39	55
42	52	69
20	30	47
17	25	42
18	30	48
25	35	52
32	42	59
28	38	55
35	49	67
35	47	65
28	40	58
79	96	117
83	97	120
108	128	153
79	91	115
88	104	127
85	102	128
81	96	122
78	94	123
88	109	136
90	111	139
86	107	135
82	103	134
84	104	135
81	102	134
79	101	137
91	114	140
93	115	143
87	108	139
87	110	142
84	107	139
75	100	134
81	106	140
79	103	139
83	107	143
88	112	142
82	105	137
81	106	140
81	106	140
79	105	141
80	106	142
78	104	140
86	111	145
88	110	145
83	108	142
78	103	137
71	97	133
78	104	141
78	104	141
81	107	144
90	114	150
92	117	151
89	113	149
87	111	147
88	111	149
88	114	151
92	117	157
95	120	160
97	122	162
92	117	157
89	114	154
96	121	161
97	121	163
97	121	163
94	117	162
89	112	157
85	110	154
83	108	152
98	122	164
95	120	164
95	118	166
90	113	163
86	109	157
83	106	154
81	104	152
96	120	166
98	121	171
95	118	168
91	114	164
88	111	161
86	109	159
99	121	169
98	120	168
97	119	167
95	117	165
92	115	163
91	114	162
99	121	169
98	120	168
95	118	166
95	118	166
90	113	161
98	120	168
98	120	168
97	119	167
89	111	159
99	120	171
99	121	169
90	112	160
77	99	147
92	111	162
68	87	138
63	82	133
56	76	124
59	79	127
46	66	114
52	72	120
71	91	138
70	90	137
76	96	143
66	77	99
2	12	30
14	22	39
17	25	42
10	19	33
12	20	33
28	38	55
16	25	39
11	20	34
5	13	26
28	40	58
32	44	62
41	51	68
45	56	70
53	62	76
50	59	72
83	97	120
82	96	118
82	96	118
88	102	121
87	101	119
98	112	130
99	113	131
108	128	153
110	127	153
119	136	162
117	135	158
120	137	158
119	136	157
116	133	154
118	135	156
106	126	151
108	128	153
102	123	145
103	124	146
91	114	140
39	52	66
43	54	68
24	33	47
10	17	32
20	23	38
36	36	52
61	71	95
61	71	95
58	70	88
60	73	89
63	75	93
60	72	90
65	76	96
65	79	98
63	77	96
63	79	96
55	73	90
55	73	90
46	64	81
46	62	79
47	62	78
47	60	76
47	64	83
61	71	95
20	29	49
23	33	51
39	48	62
41	50	63
23	32	46
24	34	51
32	42	59
29	41	59
48	60	78
54	68	86
51	66	85
47	64	83
47	64	83
28	33	48
54	59	74
54	63	73
48	57	67
38	46	59
40	48	61
37	46	60
23	33	50
21	33	51
38	52	71
27	30	44
58	64	77
57	63	74
48	57	67
39	47	60
47	55	68
42	50	67
20	30	48
39	45	58
46	52	65
50	57	72
44	53	67
51	59	76
47	57	74
67	74	89
62	70	87
68	77	97
68	79	99
79	91	115
60	66	113
63	71	118
47	53	98
55	61	106
58	64	109
67	73	118
68	77	121
66	74	114
65	73	113
62	69	112
65	72	115
67	73	118
64	73	117
69	78	122
70	77	116
68	77	115
72	80	120
71	79	119
71	80	123
71	80	123
70	79	123
68	79	123
72	81	119
74	79	118
73	79	116
74	79	118
75	82	121
72	78	119
71	79	119
74	83	126
72	81	124
69	80	124
70	81	125
64	72	112
65	74	112
66	77	115
70	79	117
74	79	118
80	82	122
77	79	120
75	79	120
77	83	126
75	82	125
76	85	128
76	85	128
79	91	133
56	63	102
55	62	101
59	66	105
64	73	111
68	77	114
69	77	114
73	75	115
80	82	122
79	81	121
74	78	119
78	82	123
75	81	122
80	88	128
79	87	127
84	94	134
64	70	105
66	72	107
65	71	108
64	72	109
68	75	114
73	78	117
76	81	120
80	85	124
80	85	124
80	86	123
84	90	127
80	86	123
85	90	129
83	88	127
69	75	110
70	76	113
73	78	117
76	81	120
76	81	120
78	85	124
80	87	126
79	87	124
79	87	124
83	92	126
79	88	122
82	90	127
80	88	125
72	79	118
74	80	121
74	80	121
71	77	118
77	86	124
77	88	126
75	89	125
75	89	125
82	97	130
81	96	128
83	98	131
73	79	122
74	80	123
72	79	122
73	85	125
72	88	125
73	89	126
71	90	125
77	96	129
77	97	128
78	97	130
66	72	117
69	75	120
70	79	122
74	89	128
74	92	129
77	95	132
76	96	131
82	103	135
82	103	135
65	74	118
68	79	123
69	85	127
70	88	129
76	95	133
77	96	133
83	103	138
69	82	126
74	90	136
76	92	138
82	99	142
82	98	140
87	104	143
72	90	137
73	91	138
81	97	144
81	97	140
82	99	150
87	104	155
82	99	150
82	98	145
86	103	159
80	98	151
36	36	52
24	25	39
12	16	27
47	60	76
45	58	74
23	31	48
17	21	39
30	32	50
21	24	39
12	18	31
47	64	83
44	61	80
46	61	80
52	66	85
37	51	70
21	32	52
19	26	46
22	28	47
18	25	42
18	25	40
49	62	88
48	61	87
47	58	85
20	28	51
24	31	50
27	34	53
25	33	50
34	46	70
20	31	51
20	29	49
25	35	53
53	64	84
69	84	133
85	102	151
89	106	155
94	112	165
74	91	140
86	104	157
89	107	160
95	112	168
84	101	152
85	103	156
87	105	158
87	102	158
88	103	159
65	82	131
71	88	139
82	99	150
80	96	149
85	99	152
85	97	151
64	81	130
63	80	129
66	81	130
74	88	137
77	88	138
75	86	136
76	86	134
55	71	117
54	70	116
52	67	113
62	75	119
63	74	118
69	80	124
71	80	123
70	79	123
56	72	115
47	61	103
39	51	93
38	48	88
46	56	96
51	62	100
61	70	108
63	71	111
73	82	126
53	66	110
51	63	105
46	56	96
48	57	95
50	59	97
48	57	94
56	65	102
55	64	102
70	78	118
67	76	119
72	78	123
63	72	110
59	68	106
54	63	100
59	68	105
63	72	109
64	73	111
65	74	112
70	78	118
72	79	122
62	74	110
70	79	116
68	77	114
69	77	114
70	77	116
71	78	117
68	74	115
68	75	118
71	80	114
70	78	115
63	70	109
63	69	110
63	69	112
67	71	112
68	71	115
58	61	105
56	63	102
108	128	153
101	122	149
102	120	149
107	125	154
108	127	154
106	126	151
104	124	155
99	120	148
102	123	151
96	117	144
95	116	143
96	118	143
95	118	144
91	114	140
92	113	141
94	115	143
93	116	142
92	115	141
93	116	142
89	112	138
91	113	141
89	110	141
92	114	142
92	114	142
91	113	141
92	113	144
89	113	143
89	112	144
87	112	146
89	111	146
89	111	146
89	111	146
83	105	140
83	105	140
86	110	146
89	111	147
89	111	147
89	111	147
91	113	149
94	118	154
89	112	150
90	113	151
98	121	159
99	122	160
103	126	164
105	127	168
104	126	167
105	127	168
105	127	168
107	129	170
105	129	171
106	130	172
105	129	171
106	130	172
106	129	174
105	128	174
107	130	176
108	131	177
107	130	176
105	128	176
108	131	179
107	130	180
104	127	177
105	127	179
106	129	179
104	126	178
106	128	180
107	128	183
110	131	183
108	128	183
107	127	182
108	127	184
110	127	183
110	127	183
109	126	183
108	125	182
113	128	184
108	123	179
104	119	175
103	118	174
114	125	182
114	128	181
110	124	176
120	131	183
106	120	169
102	118	165
99	111	159
101	115	163
89	103	152
76	90	139
76	90	139
